# Arm length:          0  mm
# Shutter size:        0.0  mm
# Soller size:         0.0 бу
# Start theta:         10.0 бу
# Stop theta:          80.0 бу
# Increment:           0.0100002289 бу
# Exposure time:       0.1 s
# Frames:              7400
2Theta(бу)	         Counts
16.83461	         109.61033
16.84473	         104.92828
16.85485	         109.02337
16.86497	         111.07180
16.87509	         113.36146
16.88521	         114.55596
16.89532	         111.38843
16.90544	         109.67486
16.91556	         113.43750
16.92568	         118.72901
16.93580	         116.65112
16.94592	         114.06749
16.95604	         115.55895
16.96615	         118.29648
16.97627	         117.89102
16.98639	         114.75489
16.99651	         114.78493
17.00663	         116.59355
17.01675	         119.94426
17.02686	         117.59958
17.03698	         115.45173
17.04710	         109.42416
17.05722	         103.49165
17.06734	         106.66359
17.07745	         118.00535
17.08757	         123.16405
17.09769	         117.47312
17.10781	         110.63557
17.11793	         107.28911
17.12804	         107.49027
17.13816	         110.16341
17.14828	         112.50592
17.15840	         112.95072
17.16852	         110.32514
17.17863	         111.46834
17.18875	         119.61792
17.19887	         124.31901
17.20899	         125.57973
17.21910	         124.02735
17.22922	         123.12780
17.23934	         127.51667
17.24946	         132.56070
17.25957	         133.14988
17.26969	         132.70354
17.27981	         129.00589
17.28993	         116.46411
17.30004	         103.54126
17.31016	         95.29371
17.32028	         97.36149
17.33040	         104.92934
17.34051	         113.27967
17.35063	         115.61590
17.36075	         110.42030
17.37087	         104.55763
17.38098	         105.41821
17.39110	         111.71306
17.40122	         120.21114
17.41133	         123.82839
17.42145	         122.01659
17.43157	         116.39353
17.44169	         117.70663
17.45180	         124.31708
17.46192	         125.27047
17.47204	         122.46148
17.48215	         122.40761
17.49227	         121.00095
17.50239	         117.02484
17.51250	         115.96368
17.52262	         115.54427
17.53274	         117.43886
17.54286	         120.62109
17.55297	         120.83333
17.56309	         115.37536
17.57321	         113.05668
17.58332	         116.61394
17.59344	         126.09573
17.60356	         128.28359
17.61367	         122.79421
17.62379	         115.60437
17.63391	         109.59104
17.64402	         114.72462
17.65414	         124.25380
17.66425	         125.96821
17.67437	         116.11263
17.68449	         101.89075
17.69460	         97.55308
17.70472	         108.13411
17.71484	         123.09382
17.72495	         125.89155
17.73507	         117.38734
17.74519	         108.17943
17.75530	         105.81873
17.76542	         111.20154
17.77553	         117.71395
17.78565	         116.27288
17.79577	         115.59512
17.80588	         118.17128
17.81600	         119.70949
17.82611	         117.70290
17.83623	         108.92810
17.84635	         105.20729
17.85646	         107.19134
17.86658	         112.87784
17.87669	         120.05223
17.88681	         123.89053
17.89693	         121.94729
17.90704	         114.87000
17.91716	         110.33623
17.92727	         111.05205
17.93739	         120.04481
17.94750	         128.21339
17.95762	         130.25197
17.96774	         131.08167
17.97785	         131.84766
17.98797	         133.58862
17.99808	         131.23329
18.00820	         125.86148
18.01831	         115.42971
18.02843	         112.73937
18.03854	         115.44303
18.04866	         117.46802
18.05878	         120.72537
18.06889	         127.32132
18.07901	         131.69975
18.08912	         123.12057
18.09924	         106.25834
18.10935	         95.57871
18.11947	         97.00462
18.12958	         106.69249
18.13970	         120.91422
18.14981	         129.98731
18.15993	         123.01906
18.17004	         109.68578
18.18016	         110.53011
18.19027	         120.68328
18.20039	         123.16293
18.21050	         116.56672
18.22062	         111.78814
18.23073	         110.85166
18.24085	         109.56578
18.25096	         107.36858
18.26108	         106.27364
18.27119	         108.07604
18.28131	         111.71910
18.29142	         110.61257
18.30154	         104.44276
18.31165	         100.48839
18.32177	         99.18867
18.33188	         99.75909
18.34200	         100.65604
18.35211	         104.08060
18.36222	         108.31168
18.37234	         112.74716
18.38245	         117.93025
18.39257	         125.09423
18.40268	         131.72838
18.41280	         131.38138
18.42291	         127.88144
18.43303	         126.39990
18.44314	         128.16980
18.45325	         129.45046
18.46337	         126.44102
18.47348	         115.47765
18.48360	         107.61346
18.49371	         107.24931
18.50383	         107.71198
18.51394	         106.90512
18.52405	         109.68729
18.53417	         115.77653
18.54428	         120.69780
18.55440	         125.00653
18.56451	         131.16268
18.57462	         141.44633
18.58474	         152.73622
18.59485	         155.72377
18.60497	         149.38716
18.61508	         141.04356
18.62519	         135.21509
18.63531	         134.64175
18.64542	         141.17939
18.65554	         147.10246
18.66565	         144.91042
18.67576	         139.62016
18.68588	         133.97170
18.69599	         127.82019
18.70610	         121.72653
18.71622	         122.65032
18.72633	         128.88013
18.73644	         129.03571
18.74656	         122.50412
18.75667	         113.58266
18.76679	         109.79160
18.77690	         112.82981
18.78701	         121.71725
18.79713	         128.80975
18.80724	         133.77821
18.81735	         137.84766
18.82747	         139.23168
18.83758	         130.02548
18.84769	         113.57680
18.85781	         100.63225
18.86792	         99.78100
18.87803	         107.81770
18.88815	         117.42188
18.89826	         128.18503
18.90837	         139.45036
18.91848	         147.41939
18.92860	         152.37862
18.93871	         146.77203
18.94882	         131.99257
18.95894	         117.75830
18.96905	         109.32024
18.97916	         104.91595
18.98928	         107.31363
18.99939	         115.74060
19.00950	         120.05817
19.01961	         117.84635
19.02973	         111.67693
19.03984	         106.82558
19.04995	         108.34109
19.06006	         118.07931
19.07018	         127.83902
19.08029	         126.85817
19.09040	         118.63741
19.10051	         117.67748
19.11063	         119.63683
19.12074	         119.40708
19.13085	         113.84742
19.14096	         105.08372
19.15108	         102.41845
19.16119	         105.40648
19.17130	         107.16544
19.18141	         105.79529
19.19153	         105.55735
19.20164	         108.59189
19.21175	         114.91571
19.22186	         120.44529
19.23198	         128.37724
19.24209	         133.56585
19.25220	         132.05672
19.26231	         130.76081
19.27242	         136.67815
19.28254	         141.02776
19.29265	         127.16063
19.30276	         110.55623
19.31287	         108.77317
19.32298	         118.65465
19.33310	         126.47004
19.34321	         124.57062
19.35332	         113.27451
19.36343	         104.96096
19.37354	         102.69374
19.38366	         102.21079
19.39377	         104.24455
19.40388	         104.13053
19.41399	         102.54617
19.42410	         105.54833
19.43421	         114.55098
19.44433	         126.22934
19.45444	         135.39108
19.46455	         133.36595
19.47466	         122.62746
19.48477	         113.21445
19.49488	         107.98463
19.50500	         103.74388
19.51511	         102.76700
19.52522	         107.14871
19.53533	         115.33787
19.54544	         121.86069
19.55555	         125.58530
19.56566	         125.44731
19.57577	         119.00742
19.58589	         114.69708
19.59600	         123.79733
19.60611	         131.62890
19.61622	         129.06675
19.62633	         121.39390
19.63644	         113.44345
19.64655	         110.27739
19.65666	         108.68414
19.66678	         106.27494
19.67689	         106.76182
19.68700	         105.59876
19.69711	         105.00767
19.70722	         105.79448
19.71733	         105.13182
19.72744	         105.54014
19.73755	         103.72194
19.74766	         108.49929
19.75777	         119.31925
19.76788	         127.08672
19.77799	         121.43446
19.78811	         107.91020
19.79822	         97.30039
19.80833	         100.25008
19.81844	         109.46776
19.82855	         116.22146
19.83866	         119.49435
19.84877	         117.52551
19.85888	         114.54482
19.86899	         104.37056
19.87910	         103.56648
19.88921	         116.53032
19.89932	         127.00015
19.90943	         125.63900
