# Arm length:          0  mm
# Shutter size:        0.0  mm
# Soller size:         0.0 бу
# Start theta:         10.0 бу
# Stop theta:          80.0 бу
# Increment:           0.0100002289 бу
# Exposure time:       0.1 s
# Frames:              7400
2Theta(бу)	         Counts
16.91556	         1831.48770
16.92568	         1847.77795
16.93580	         1876.01719
16.94592	         1892.55696
16.95604	         1889.57475
16.96615	         1882.14020
16.97627	         1891.83380
16.98639	         1891.91209
16.99651	         1886.43500
17.00663	         1898.41077
17.01675	         1911.83358
17.02686	         1895.58728
17.03698	         1845.40005
17.04710	         1808.24553
17.05722	         1810.99041
17.06734	         1831.18322
17.07745	         1836.34346
17.08757	         1831.60661
17.09769	         1842.95663
17.10781	         1851.56640
17.11793	         1863.57410
17.12804	         1868.97845
17.13816	         1875.84775
17.14828	         1871.62716
17.15840	         1868.94815
17.16852	         1870.55474
17.17863	         1861.16409
17.18875	         1854.72765
17.19887	         1851.14011
17.20899	         1862.19991
17.21910	         1868.28802
17.22922	         1841.92134
17.23934	         1791.41890
17.24946	         1763.97050
17.25957	         1795.83828
17.26969	         1836.86193
17.27981	         1843.87849
17.28993	         1822.06588
17.30004	         1786.54575
17.31016	         1775.63674
17.32028	         1788.02846
17.33040	         1801.49171
17.34051	         1821.64432
17.35063	         1838.62242
17.36075	         1829.30650
17.37087	         1810.15454
17.38098	         1804.89882
17.39110	         1803.30984
17.40122	         1796.65661
17.41133	         1798.66571
17.42145	         1819.59568
17.43157	         1843.96609
17.44169	         1873.86233
17.45180	         1888.22662
17.46192	         1907.49581
17.47204	         1915.93604
17.48215	         1889.56981
17.49227	         1838.80862
17.50239	         1812.70072
17.51250	         1820.49782
17.52262	         1811.86664
17.53274	         1816.90214
17.54286	         1829.69703
17.55297	         1857.04103
17.56309	         1869.88755
17.57321	         1859.95443
17.58332	         1848.14453
17.59344	         1825.39431
17.60356	         1799.30847
17.61367	         1797.66997
17.62379	         1792.83461
17.63391	         1773.37279
17.64402	         1750.77599
17.65414	         1741.29603
17.66425	         1737.84552
17.67437	         1765.51661
17.68449	         1808.82870
17.69460	         1828.38108
17.70472	         1808.08115
17.71484	         1793.33967
17.72495	         1789.52251
17.73507	         1776.90575
17.74519	         1744.78034
17.75530	         1726.65796
17.76542	         1732.40203
17.77553	         1760.97587
17.78565	         1797.46760
17.79577	         1826.60503
17.80588	         1846.00523
17.81600	         1851.41937
17.82611	         1839.29682
17.83623	         1814.64007
17.84635	         1777.84118
17.85646	         1746.72328
17.86658	         1753.08625
17.87669	         1796.39960
17.88681	         1856.91496
17.89693	         1876.55987
17.90704	         1866.83031
17.91716	         1866.41349
17.92727	         1859.56498
17.93739	         1833.58398
17.94750	         1841.43218
17.95762	         1877.14684
17.96774	         1872.64921
17.97785	         1847.69197
17.98797	         1841.16769
17.99808	         1821.86868
18.00820	         1794.62928
18.01831	         1791.95254
18.02843	         1797.64401
18.03854	         1788.27041
18.04866	         1787.51656
18.05878	         1782.50822
18.06889	         1769.55940
18.07901	         1772.54402
18.08912	         1787.73197
18.09924	         1782.00738
18.10935	         1769.52516
18.11947	         1791.17712
18.12958	         1834.98801
18.13970	         1861.23922
18.14981	         1835.61702
18.15993	         1793.66517
18.17004	         1773.83730
18.18016	         1777.98690
18.19027	         1787.40949
18.20039	         1790.99814
18.21050	         1802.85631
18.22062	         1825.53486
18.23073	         1818.60890
18.24085	         1793.05357
18.25096	         1804.46647
18.26108	         1836.53134
18.27119	         1838.89810
18.28131	         1820.58062
18.29142	         1813.40693
18.30154	         1799.01927
18.31165	         1782.02513
18.32177	         1776.61899
18.33188	         1793.27232
18.34200	         1800.28689
18.35211	         1776.03010
18.36222	         1747.45857
18.37234	         1741.77464
18.38245	         1756.01982
18.39257	         1780.58015
18.40268	         1796.48609
18.41280	         1801.48642
18.42291	         1794.90045
18.43303	         1769.85089
18.44314	         1760.19223
18.45325	         1758.74167
18.46337	         1769.17681
18.47348	         1769.30271
18.48360	         1752.38324
18.49371	         1752.93218
18.50383	         1765.66999
18.51394	         1785.79311
18.52405	         1783.77424
18.53417	         1775.59669
18.54428	         1786.19881
18.55440	         1793.36547
18.56451	         1761.04947
18.57462	         1721.50992
18.58474	         1695.71244
18.59485	         1692.96981
18.60497	         1715.92053
18.61508	         1748.57570
18.62519	         1765.97445
18.63531	         1792.24286
18.64542	         1815.76254
18.65554	         1828.86101
18.66565	         1831.54640
18.67576	         1842.11187
18.68588	         1860.96456
18.69599	         1840.32096
18.70610	         1800.31921
18.71622	         1766.83093
18.72633	         1748.54057
18.73644	         1751.43661
18.74656	         1777.80527
18.75667	         1805.77876
18.76679	         1803.80524
18.77690	         1791.58365
18.78701	         1776.63863
18.79713	         1763.74695
18.80724	         1752.17012
18.81735	         1731.83464
18.82747	         1700.19217
18.83758	         1678.83946
18.84769	         1669.95705
18.85781	         1669.90814
18.86792	         1685.44827
18.87803	         1707.43586
18.88815	         1739.59340
18.89826	         1772.40796
18.90837	         1784.87681
18.91848	         1770.50122
18.92860	         1767.37705
18.93871	         1778.32089
18.94882	         1756.56026
18.95894	         1701.67717
18.96905	         1694.28623
18.97916	         1750.14915
18.98928	         1802.39181
18.99939	         1815.64681
19.00950	         1801.94717
19.01961	         1764.78719
19.02973	         1703.10118
19.03984	         1644.76728
19.04995	         1629.78076
19.06006	         1652.25318
19.07018	         1686.12354
19.08029	         1703.17690
19.09040	         1723.94716
19.10051	         1765.38819
19.11063	         1792.05294
19.12074	         1784.23011
19.13085	         1756.72017
19.14096	         1738.69142
19.15108	         1734.00380
19.16119	         1739.52112
19.17130	         1735.47037
19.18141	         1719.81071
19.19153	         1709.87134
